experiment_id,seed,path,sha256,periods
ddpg_lstm_full,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261001/weights_rl_full_seed_20261001.csv,6ff5dc136db0619a478727a493898c7ab2783aa2e30806c652826b72905a5c46,24
ddpg_lstm_full,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261002/weights_rl_full_seed_20261002.csv,47137dc1eb94b2f5834813bb270c0fce5d427fc252f168c1651ed1574a909305,24
ddpg_lstm_full,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261003/weights_rl_full_seed_20261003.csv,8893cfa5ffbc35f6e4489fb649a5f464bf7bc1ce915b80a919bb9dfb36dabe01,24
ddpg_lstm_full,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261004/weights_rl_full_seed_20261004.csv,cd4c697741a0625f62476b754256e7bd2ff673a8c01d305b296d497b5a12df60,24
ddpg_lstm_full,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261005/weights_rl_full_seed_20261005.csv,6b876f178d29a86cfcc491dbd7b494ec112eb8d40ddd17dd24c6e34da8f39e62,24
ddpg_lstm_full,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261006/weights_rl_full_seed_20261006.csv,e95bc08c0432b3c4b7e2b2b972d1b6ad3408af2925ec73c233faaf8d8eb67845,24
ddpg_lstm_full,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261007/weights_rl_full_seed_20261007.csv,2ffadc54462252f1298f2c2622630d7aa29a1ec3f2eee8dfc67b2dc864a54da3,24
ddpg_lstm_full,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261008/weights_rl_full_seed_20261008.csv,f53b6cda9d4dd05a335fa27133551226864accb5f01c6487f29846119662bf3e,24
ddpg_lstm_full,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261009/weights_rl_full_seed_20261009.csv,4af6f588c5c2adae83ac3d02bf59b8a502f0f853a8089bad99e743b07303321e,24
ddpg_lstm_full,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ddpg_lstm_full/seed_20261010/weights_rl_full_seed_20261010.csv,72c3222f7a1065359d0ca5afc791ccf766005b26e2c38bde028ae6cc00e2ce8c,24
feedforward_capacity_matched,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261001/weights_rl_full_seed_20261001.csv,581da6e9ab9d8653d15bb9cc5dd689151b9ab24ad0254985b7782df725679d62,24
feedforward_capacity_matched,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261002/weights_rl_full_seed_20261002.csv,4def0d55af843d41c544eb2412a85ee7c10b0c3a4de81fe1ffb50004ee59a60d,24
feedforward_capacity_matched,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261003/weights_rl_full_seed_20261003.csv,ac47b13ac2812be9bfe2eb61d0dcefa70b8f8d34e1b6828e460c3cbffea5a788,24
feedforward_capacity_matched,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261004/weights_rl_full_seed_20261004.csv,3979626c78613b143d671384688b4c39f663dfcbc1550351fc1ce03e5152236b,24
feedforward_capacity_matched,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261005/weights_rl_full_seed_20261005.csv,4a69373de1062d88e187da39d113e8b7258fa8a5def8796153e0b9f2249a2428,24
feedforward_capacity_matched,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261006/weights_rl_full_seed_20261006.csv,57eab40d91eb4a923bd4d7e06a9e9689948459be26cf664ad3160833eb797c7a,24
feedforward_capacity_matched,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261007/weights_rl_full_seed_20261007.csv,6b1fcd23d35caa4d9942a10d9eefd4533c19a0769bb9152a2a1c7ba731e037a3,24
feedforward_capacity_matched,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261008/weights_rl_full_seed_20261008.csv,f6660dcb1b7d9908ba9a879a23f63d8eb75ea9f8799032e247c72075b1305f57,24
feedforward_capacity_matched,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261009/weights_rl_full_seed_20261009.csv,d70046447bcc5dc38736d2baba6f347d1adfdbede434ed3ded60b3eb531838d7,24
feedforward_capacity_matched,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/feedforward_capacity_matched/seed_20261010/weights_rl_full_seed_20261010.csv,5605c22ac0459170b85b16750e1d18383bca8b7931d6793eaca4443787afc57f,24
full_vine_state_and_cvar_observation,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261001/weights_rl_full_seed_20261001.csv,60a19eb45b3d727f9e1370f7643a4478037094633bbbd06975e5f1ad321bc467,24
full_vine_state_and_cvar_observation,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261002/weights_rl_full_seed_20261002.csv,9a0ffe0d9c566e776796964420547b34323a0c838148b004a1eb73ae862d5913,24
full_vine_state_and_cvar_observation,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261003/weights_rl_full_seed_20261003.csv,f1048b8b442161d18ed08a29e26772cbfe9206b7d71a90445ea62490aba7114d,24
full_vine_state_and_cvar_observation,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261004/weights_rl_full_seed_20261004.csv,a5a8e67fac83b66fb70513201c989928b49bd5f2ef9c1bad3217f58168a4727d,24
full_vine_state_and_cvar_observation,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261005/weights_rl_full_seed_20261005.csv,15752f0d51ca78ca5a1898b23c990f4204d3ea02204b80cbe76841dd6ce721a6,24
full_vine_state_and_cvar_observation,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261006/weights_rl_full_seed_20261006.csv,23adfb8471d85c15553023c37812f27dd4a1556b19bcde04875674a127201a9d,24
full_vine_state_and_cvar_observation,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261007/weights_rl_full_seed_20261007.csv,493c900e73380f402872607fd7c5316df72e9841c5b378a952f0aa3473aacd00,24
full_vine_state_and_cvar_observation,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261008/weights_rl_full_seed_20261008.csv,7995119babfa10db7129daee66dc30d3a7b1cbca329b2532a86f5b11e54bf9de,24
full_vine_state_and_cvar_observation,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261009/weights_rl_full_seed_20261009.csv,a107a77c75103afdf575155c1106e83b36e2b190c0d4c336380c7ea29fde3cbd,24
full_vine_state_and_cvar_observation,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/full_vine_state_and_cvar_observation/seed_20261010/weights_rl_full_seed_20261010.csv,8045361a5ef1438e2facba20c7454e44f80d4653da78afbd07d566bf7147757b,24
historical_only_no_synthetic_pretraining,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261001/weights_rl_full_seed_20261001.csv,3f782f39ead398f60458c75c220fc909cd4bd60bcb06b40f32cc8ba435e8c36e,24
historical_only_no_synthetic_pretraining,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261002/weights_rl_full_seed_20261002.csv,3a86ef11c5c6b70d80fbcac82f9863a1079ee1d1ef0e89cbea1d7751049ca0b1,24
historical_only_no_synthetic_pretraining,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261003/weights_rl_full_seed_20261003.csv,df550665d3872b23fe06c473efa44e5e975a56009c4d64235467cda7380ce1dc,24
historical_only_no_synthetic_pretraining,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261004/weights_rl_full_seed_20261004.csv,7c3aee2ead00fe391f46261a88ba67c229b409e2bad2669562be13bde8a27f3c,24
historical_only_no_synthetic_pretraining,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261005/weights_rl_full_seed_20261005.csv,853ae7506b20a29c7976dcf60b022b22d5daa7f0c283cf6da9010474b3c2f31c,24
historical_only_no_synthetic_pretraining,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261006/weights_rl_full_seed_20261006.csv,b02c1d31f95e67fde3c3baa7fe84af5a57e20623dd9417176cf40cd3d80ce18c,24
historical_only_no_synthetic_pretraining,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261007/weights_rl_full_seed_20261007.csv,c4fa871ed4a38a8429a258776cff0d74a799d2ef58c856f5efacc6c29ef556ab,24
historical_only_no_synthetic_pretraining,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261008/weights_rl_full_seed_20261008.csv,890102298464e5f6c04c9f863c808e05af2e7d8bc3f405226223ff6903e30ca9,24
historical_only_no_synthetic_pretraining,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261009/weights_rl_full_seed_20261009.csv,b12e82eac16a448d80b6fc5ee946b5ec671cab072075a2ffd927da9e5ab8106c,24
historical_only_no_synthetic_pretraining,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/historical_only_no_synthetic_pretraining/seed_20261010/weights_rl_full_seed_20261010.csv,0e91cfbb6337f47387df7052f36f13d58a11fd25cdb10125850a79e4c840eda1,24
keep_vine_features_zero_cvar_observation,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261001/weights_rl_full_seed_20261001.csv,3d1c143d1224b7c046b18dec62a8b00097a235e7246ca1a8369b48ed67d0a7b5,24
keep_vine_features_zero_cvar_observation,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261002/weights_rl_full_seed_20261002.csv,0afa9bd5694959da90661808828b59ed5a5f72db487bae12a81b8bf819dd2577,24
keep_vine_features_zero_cvar_observation,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261003/weights_rl_full_seed_20261003.csv,4e576c435ac4a381ccedbb5d0acb4da188edb51cc25fc115bbdb088cfe07d300,24
keep_vine_features_zero_cvar_observation,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261004/weights_rl_full_seed_20261004.csv,65e0332cd8518e658671fb92d56f78ac7412926a526221c2cdd186070ec4c1aa,24
keep_vine_features_zero_cvar_observation,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261005/weights_rl_full_seed_20261005.csv,f788f2c2413db841c38988f00ce66295f16ef058e6931aed180405e5b1dc59d0,24
keep_vine_features_zero_cvar_observation,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261006/weights_rl_full_seed_20261006.csv,4f8a1eed0d2d305885e94119e9389c10f16a08bf6664b4e1582e34e536a5ab43,24
keep_vine_features_zero_cvar_observation,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261007/weights_rl_full_seed_20261007.csv,e98994a579edd5b27a42e9d8b923fc3cfe6c48b9a3ac2e49878f1a1b96101f62,24
keep_vine_features_zero_cvar_observation,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261008/weights_rl_full_seed_20261008.csv,f3a38614ff275d464c6e8f6991689122cbb6e47724c4a86d4a20cb58d28b9787,24
keep_vine_features_zero_cvar_observation,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261009/weights_rl_full_seed_20261009.csv,9f0bcdd92515e20809754448b4e92784673624b6311f5ad91c75ed4ec40558dc,24
keep_vine_features_zero_cvar_observation,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/keep_vine_features_zero_cvar_observation/seed_20261010/weights_rl_full_seed_20261010.csv,efca2fd660dbaa28a6f5317a9d544a7de88c9ef51b03fda534ae5b1db7d7d560,24
moving_block_bootstrap_pretraining,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261001/weights_rl_full_seed_20261001.csv,e1fdb01cb48e7ff98b0fcfe5daaff1881938e3ddc3ec63227f232b068202f49e,24
moving_block_bootstrap_pretraining,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261002/weights_rl_full_seed_20261002.csv,063711e26c2e96ca8246d0c382518be567b8b3953971753676e20331abc81696,24
moving_block_bootstrap_pretraining,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261003/weights_rl_full_seed_20261003.csv,e7d682b853957a4d926e482583351c8110dcc5452e3057c616b5b63c175d0793,24
moving_block_bootstrap_pretraining,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261004/weights_rl_full_seed_20261004.csv,0484d544e6a06c72d5d8c0d7c28f52bc8f469e1a677a67c206338424388247b0,24
moving_block_bootstrap_pretraining,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261005/weights_rl_full_seed_20261005.csv,3748b477378f902c83f1505ad411931ba47323f23a14da9d85a2c330f2d6d4a0,24
moving_block_bootstrap_pretraining,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261006/weights_rl_full_seed_20261006.csv,c2354b41fa591e474dde926f0c62601011e6cc98900294ee3a492c4b54c1e8e7,24
moving_block_bootstrap_pretraining,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261007/weights_rl_full_seed_20261007.csv,ef56d2c2ab2a5ae94ee52d46cc23cac03c281dd50589eba3ab1c9e2dbeee4bc2,24
moving_block_bootstrap_pretraining,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261008/weights_rl_full_seed_20261008.csv,204c456f8c4ca977f4fb935284579211b3937c9229db94f822b0d1eee80f90a0,24
moving_block_bootstrap_pretraining,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261009/weights_rl_full_seed_20261009.csv,29dc2f91034907a52eb9bb7ff5c0296c2d2625e9d47478c844edf4e0eb68fbdb,24
moving_block_bootstrap_pretraining,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/moving_block_bootstrap_pretraining/seed_20261010/weights_rl_full_seed_20261010.csv,ef7299ff85373e1c8a547ab4e795dba0ec002a2d865fa884aacbe49f211f1429,24
ppo_lstm_full,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261001/weights_rl_full_seed_20261001.csv,2222f13fe0d58010d2d88e629bb5b932345c00f52c45b0a417a8432c05e39edf,24
ppo_lstm_full,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261002/weights_rl_full_seed_20261002.csv,4024c6b1b1b70a46d89f51dc6409492c8932849879314657376a356c090a022f,24
ppo_lstm_full,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261003/weights_rl_full_seed_20261003.csv,695dcdd7e7c6f0c6ee67a7378bd84fc6472327fca42a4b0b005b58616b5b239a,24
ppo_lstm_full,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261004/weights_rl_full_seed_20261004.csv,7d4eda59c2716a21e611194c425b843f730565ee2a359da9726d9059351c1437,24
ppo_lstm_full,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261005/weights_rl_full_seed_20261005.csv,ef12ceae47e4ca5082ae3f45603069e61b9b5a2d856818dcf5e2601fc607ee2d,24
ppo_lstm_full,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261006/weights_rl_full_seed_20261006.csv,e1c3a38e575af2c74060bb1d3614d591953df04096a0675594c318adbcfc1b2a,24
ppo_lstm_full,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261007/weights_rl_full_seed_20261007.csv,658f81a45ef9b600de9d53122091010da72cd1d0445376d2e3999d049a9a1478,24
ppo_lstm_full,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261008/weights_rl_full_seed_20261008.csv,b003595a4ad850be0de5099c904b54603cad65382350ca47710c1dbf5b3b314a,24
ppo_lstm_full,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261009/weights_rl_full_seed_20261009.csv,abcf9e23c0c77759376e3cf13deb97e2f8cb66f510bb88c755aa9d6281e95f34,24
ppo_lstm_full,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/ppo_lstm_full/seed_20261010/weights_rl_full_seed_20261010.csv,de99a0687b7f213f39181b7f8422d3f89ba876666c23006fda87a31058de832e,24
pretrained_only_no_historical_finetuning,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261001/weights_rl_full_seed_20261001.csv,ac4a5d08e2ee46a5adb6b57e03dada324f08a18a459172704bd64a06e0bcb939,24
pretrained_only_no_historical_finetuning,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261002/weights_rl_full_seed_20261002.csv,d9c0bd3a9191224676e2c4f9de2c7143d66ffd8a65d2917310b973ab66936ca5,24
pretrained_only_no_historical_finetuning,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261003/weights_rl_full_seed_20261003.csv,8896750e5d012b13e0c13a7c54b8c28788f0527c15d1db9a43498bae7a7c99ea,24
pretrained_only_no_historical_finetuning,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261004/weights_rl_full_seed_20261004.csv,631005fccf315260dc779f77203d6c17d655da271f9b213cbcfb7fd42a49a380,24
pretrained_only_no_historical_finetuning,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261005/weights_rl_full_seed_20261005.csv,b5bcb124978733e8be4e7093d5c99710251e1c24d04edb2a9616ff31043641d2,24
pretrained_only_no_historical_finetuning,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261006/weights_rl_full_seed_20261006.csv,9d512595bc6dc47404ba217c7297604bfa2ee141d3b15b63c2db2325c8b53d86,24
pretrained_only_no_historical_finetuning,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261007/weights_rl_full_seed_20261007.csv,c636827a7c483695241ef4df84d6d0adbbde2f00a89f068260767b11a493d7bd,24
pretrained_only_no_historical_finetuning,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261008/weights_rl_full_seed_20261008.csv,3ddb577f038e44c8b4f108ed380b63c7fa34b177cb2bd09f9589c29a3d94af0d,24
pretrained_only_no_historical_finetuning,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261009/weights_rl_full_seed_20261009.csv,b9a8354d1e5b00cb975008c3924b0d023991dd0c05fe4dbd064b507fb0fea6c2,24
pretrained_only_no_historical_finetuning,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/pretrained_only_no_historical_finetuning/seed_20261010/weights_rl_full_seed_20261010.csv,4fc79ad494e6f3bf4cc322bfe975fd7fa6d9ed98512d3ccd00da7bb492c07470,24
sac_lstm_full,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261001/weights_rl_full_seed_20261001.csv,6001b2b3caa8a404ff617af358341aa9e7a7a0dc37447fb0e3c77b77754e3c4e,24
sac_lstm_full,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261002/weights_rl_full_seed_20261002.csv,beeef856fe8bdad836aadfdf7d7a3cb39ac53b73eb09e3cc6385d8fec6e35ec8,24
sac_lstm_full,20261003,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261003/weights_rl_full_seed_20261003.csv,4ff7f7380e9e7a34e0f544f9639423dbbdd60808f050a7e9e609fc6aad89cc08,24
sac_lstm_full,20261004,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261004/weights_rl_full_seed_20261004.csv,ba8e7d9f4efea23aaf721efdb99615310fd5ba0afd131ac2134b676e59afb308,24
sac_lstm_full,20261005,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261005/weights_rl_full_seed_20261005.csv,72086d87572292831323b35fa5bad699104806a3feb2a62b9244bdd8aa80cb2e,24
sac_lstm_full,20261006,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261006/weights_rl_full_seed_20261006.csv,a31349aa7a235debb4004784545ba5425b410e8bd92f19e0932ca70cad575a13,24
sac_lstm_full,20261007,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261007/weights_rl_full_seed_20261007.csv,c10d7a16938038ef4b05bc989205c87f24c4abaf38045319d0b3e2232b5823ae,24
sac_lstm_full,20261008,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261008/weights_rl_full_seed_20261008.csv,ec658d94ea6bc863225f4d72726201650852d003e675641a4c1a7559e111bb64,24
sac_lstm_full,20261009,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261009/weights_rl_full_seed_20261009.csv,b167ad348e907700bdf13fc0632194f651a8ca88bfc24a1913aee28f00fc0c15,24
sac_lstm_full,20261010,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261010/weights_rl_full_seed_20261010.csv,eb6743941e5c4ca935aacfd3792ba8a4affa249d96ac5c733df56c62db9894bc,24
zero_cvar_reward_keep_state,20261001,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261001/weights_rl_full_seed_20261001.csv,324eb3d91a5293ef50c8af69902bc1041af3737d472c3a3e8c20afe531d64fd0,24
zero_cvar_reward_keep_state,20261002,analysis_outputs/causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261002/weights_rl_full_seed_20261002.csv,060dd4cac9989555d9017863cf17cc1636d1e87a52732e5f2245b6fa324ac5bd,24
