experiment_id,seed,checkpoint,checkpoint_sha256,pretrained_checkpoint,pretrained_checkpoint_sha256,checkpoint_schema,rl_algorithm,policy_encoder,vine_observation_mode,vine_feature_mode,cvar_observation_mode,cvar_reward_mode,pretrain_data_mode,pretrain_behavior_gate_mode,run_finetune,synthetic_unique_episode_count,pretrain_episode_presentations,synthetic_repetition_count,pretrain_random_exploration_steps,pretrain_noise_decay,pretrained_total_actions,full_total_actions,pretrained_update_count,full_update_count,bundle_sha256,all_tensors_finite,behavior_gate_mode,behavior_gate_pass,behavior_gate_failed_metrics
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261001,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261001/td3_lstm_synth100x10_no_visible_dependence_full.pt,4239b6df92d22a2c87afe33786b3ab1f21186073c805356e1c40f93755a58985,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261001/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,b24f2727267604764297853b6038926a30c9891816b726cb9f9fe547608f073e,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261002,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261002/td3_lstm_synth100x10_no_visible_dependence_full.pt,adbbabcf220392706b78a05cde97d5cdf79568a0076b3239f66f76f4988b56ab,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261002/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,be1c3a96f820d25b2c921f717ceec91e0a73c0a7b3fe22cbafd7b60e2059f3d2,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261003,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261003/td3_lstm_synth100x10_no_visible_dependence_full.pt,f5f75c5196514318d5f6df87e2e631b9f6b763597dd1ff0ee14b3fda006aae21,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261003/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,c7afb506ec645f522a27ca462d6ea09854b582687562efc74255d519171e7307,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261004,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261004/td3_lstm_synth100x10_no_visible_dependence_full.pt,35f62628be2f56e3548d395734ab9905fc3a7bf915b49b6fba902fbc155daa02,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261004/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,c879950658c1e78328165d3ba5dfaa4ec3e77b0f5a6491584ac19a7516ab3a39,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261005,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261005/td3_lstm_synth100x10_no_visible_dependence_full.pt,d473c35dd6ea7ab40584e5bc840fad17a367bd9b5eca6f330e11d2fa2408b1f3,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261005/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,29b1c067c1b37f3608267bdb685b1e886908116897ee4889a1acf648c27e45b5,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261006,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261006/td3_lstm_synth100x10_no_visible_dependence_full.pt,e1be8e18214df8e413ca36eb5f30564121ba5462e2ad5b17128f8514ce179c57,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261006/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,85e4d54167b6984c60c96a387fb4d7a1bb1845380e1cd696bd00e697433ee5db,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261007,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261007/td3_lstm_synth100x10_no_visible_dependence_full.pt,a23a405ee183cc5064792d54180642590d2d973895802b9a16b05f9cc09bdfa6,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261007/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,4fd2f05a3bb2d9eeb47e7579acfe22b8e1f1d0065e637f4824e09385a83fe51d,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261008,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261008/td3_lstm_synth100x10_no_visible_dependence_full.pt,5a695dbb16f0c2ae8c12001801470cdd08495385fae460baa49683fed2af50db,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261008/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,46cf129e626af6af8dd32dbad4708c2a4b5638cb8996af33304126893694854c,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261009,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261009/td3_lstm_synth100x10_no_visible_dependence_full.pt,ad63022a84c8a7ba650b6372fabda4d20b897b659954b0e388e75e97fb932741,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261009/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,92c48c28c35421a53219afb24231507c73032ead941229ddba3715c4ad21e432,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
synthetic_100_unique_1000_presentations_no_policy_visible_dependence,20261010,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261010/td3_lstm_synth100x10_no_visible_dependence_full.pt,a8da4fc6a90090db2630ccda2c0766f5ba1a070d3b9492b2642f3e96a58dbd1e,/gabirel/copula-portfolio-clean/data/synthetic_presentation_response_runs_v2/synthetic_100_unique_1000_presentations_no_policy_visible_dependence/seed_20261010/td3_lstm_synth100x10_no_visible_dependence_pretrained.pt,8d8afd0b24dec9ef6ce1d1baa8050819a79600107864bb74a942ac4c7c27a58c,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,1000,10,1000,0.998,24000,25464,23873,25274,7c9c18c09a6d658135830420f5247de71c4583b3114707ba02195d06c081350f,True,report_only,True,
