experiment_id,seed,path,sha256,checkpoint,checkpoint_sha256,rows
synthetic_100_no_policy_visible_dependence,20261001,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261001/weights_rl_full_seed_20261001.csv,5599b6f1cd21392858059827f24cbb0b08046cb607865ede7557ba465efd8eac,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261001/td3_lstm_synth100_no_visible_dependence_full.pt,82f3782e0da4dc3d5bc27bc0bd10dcb122246c2051bc9816f369be4fe0877fe9,24
synthetic_100_no_policy_visible_dependence,20261002,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261002/weights_rl_full_seed_20261002.csv,878586c3ccda720e448cdffcf591ce01e95a2b128ed096ec802bfd7b38e25c3b,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261002/td3_lstm_synth100_no_visible_dependence_full.pt,a3df8a48f47e3bb2e91bdd1fe4f16724ce24bf1bb29c8b6abc82124077ced39b,24
synthetic_100_no_policy_visible_dependence,20261003,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261003/weights_rl_full_seed_20261003.csv,e334e32f81713913be7376bf623c23ce068e714b599936c883dfc37a7c90af98,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261003/td3_lstm_synth100_no_visible_dependence_full.pt,060cc036e4c17d974f6ae9b26066a586e827bf1f3cd9298a86165f6dcbcd8b78,24
synthetic_100_no_policy_visible_dependence,20261004,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261004/weights_rl_full_seed_20261004.csv,2893450c5333e37c0b77a9dba92091c06c358cc83d78e8657a9ce1c29cc3462a,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261004/td3_lstm_synth100_no_visible_dependence_full.pt,0fb768fe7fdc19366f2fd23e9f3b57b314ddfc75875cee5e444d1f9c0c9c0b1d,24
synthetic_100_no_policy_visible_dependence,20261005,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261005/weights_rl_full_seed_20261005.csv,d2604e5bb866539c8d23c4dd9b43314ae6d8e2a8c7ff65eb30cd4b544ce02c17,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261005/td3_lstm_synth100_no_visible_dependence_full.pt,7e4b6f09d12cbd5e24e86012de1985ec2998c4dddc7dc1daca434d0f1abd1fcf,24
synthetic_100_no_policy_visible_dependence,20261006,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261006/weights_rl_full_seed_20261006.csv,ea5b2e4342dfbaa3de662eb6b1535804ee40c16bbd4d58135236398dfb02f23c,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261006/td3_lstm_synth100_no_visible_dependence_full.pt,57c1b93445464f5a7e68034fe735e64094ee818e4b53a45f08ef9c5ca7ac2ed3,24
synthetic_100_no_policy_visible_dependence,20261007,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261007/weights_rl_full_seed_20261007.csv,789bf05a1571c867837e768d5a2bad587bb57f828ac33519bb150f9e42ffe9fb,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261007/td3_lstm_synth100_no_visible_dependence_full.pt,961d87ccdeb51dfdb1e3a01b86556c1393a7c112cb1e5c4ea07f22df0edd02ea,24
synthetic_100_no_policy_visible_dependence,20261008,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261008/weights_rl_full_seed_20261008.csv,5f8dbf91462a9b61344d58e7cc31ca02024f57c9e2034b8251899d239f112d74,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261008/td3_lstm_synth100_no_visible_dependence_full.pt,09af564ade814fadd460e07b7e914fb0799f46d22b5fe15170e89ddec1c84616,24
synthetic_100_no_policy_visible_dependence,20261009,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261009/weights_rl_full_seed_20261009.csv,73d2cdda3349637fae9905b570532bdb6e70a6628aa570c96816b2c7d0dafb59,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261009/td3_lstm_synth100_no_visible_dependence_full.pt,f0afcce402b7a0abeba7bcf7417d668a4dfb9f6bea8ec471b39d48fb03805a15,24
synthetic_100_no_policy_visible_dependence,20261010,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_no_policy_visible_dependence/seed_20261010/weights_rl_full_seed_20261010.csv,e475da4e1079d1e8ecf06b0e909ba6acaacf5742f6813c8153c271007a96e38b,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261010/td3_lstm_synth100_no_visible_dependence_full.pt,5b39fc6919232ee08917584d236740a6e260e14e4abd33d38785f99d7d82c822,24
