experiment_id,seed,gpu,exit_code,duration_seconds,output_dir,checkpoint_exists,pretrained_checkpoint_exists,gate_exists,passed,stdout,stderr
synthetic_100_no_policy_visible_dependence,20261001,1,0,125.77479697600938,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261001,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261001.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261001.stderr.txt
synthetic_100_no_policy_visible_dependence,20261002,2,0,126.50227435189299,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261002,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261002.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261002.stderr.txt
synthetic_100_no_policy_visible_dependence,20261003,0,0,126.37454282492399,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261003,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261003.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261003.stderr.txt
synthetic_100_no_policy_visible_dependence,20261004,1,0,124.53249017405324,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261004,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261004.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261004.stderr.txt
synthetic_100_no_policy_visible_dependence,20261005,2,0,124.67466941312887,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261005,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261005.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261005.stderr.txt
synthetic_100_no_policy_visible_dependence,20261006,0,0,124.17469947994687,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261006,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261006.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261006.stderr.txt
synthetic_100_no_policy_visible_dependence,20261007,1,0,125.7449906161055,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261007,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261007.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261007.stderr.txt
synthetic_100_no_policy_visible_dependence,20261008,2,0,123.89140225504525,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261008,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261008.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261008.stderr.txt
synthetic_100_no_policy_visible_dependence,20261009,0,0,128.73959970590658,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261009,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261009.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261009.stderr.txt
synthetic_100_no_policy_visible_dependence,20261010,1,0,125.47425328800455,data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261010,True,True,True,True,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261010.stdout.txt,logs/synthetic_dose_response_v1/synthetic_100_no_policy_visible_dependence__20261010.stderr.txt
