experiment_id,seed,checkpoint,checkpoint_sha256,pretrained_checkpoint,pretrained_checkpoint_sha256,checkpoint_schema,rl_algorithm,policy_encoder,vine_observation_mode,vine_feature_mode,cvar_observation_mode,cvar_reward_mode,pretrain_data_mode,pretrain_behavior_gate_mode,run_finetune,pretrain_episode_presentations,pretrain_random_exploration_steps,pretrain_noise_decay,pretrained_total_actions,full_total_actions,pretrained_update_count,full_update_count,bundle_sha256,all_tensors_finite,behavior_gate_mode,behavior_gate_pass,behavior_gate_failed_metrics
synthetic_100_no_policy_visible_dependence,20261001,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261001/td3_lstm_synth100_no_visible_dependence_full.pt,82f3782e0da4dc3d5bc27bc0bd10dcb122246c2051bc9816f369be4fe0877fe9,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261001/td3_lstm_synth100_no_visible_dependence_pretrained.pt,8a744ba44ffd99a6eca302937677fc29a6821de57d01fc48a69ea668e6c8289a,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261002,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261002/td3_lstm_synth100_no_visible_dependence_full.pt,a3df8a48f47e3bb2e91bdd1fe4f16724ce24bf1bb29c8b6abc82124077ced39b,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261002/td3_lstm_synth100_no_visible_dependence_pretrained.pt,ef3a610f62ec69ebdbb6c5617c6b0c2028601928c50455c24a197c34f302d837,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261003,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261003/td3_lstm_synth100_no_visible_dependence_full.pt,060cc036e4c17d974f6ae9b26066a586e827bf1f3cd9298a86165f6dcbcd8b78,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261003/td3_lstm_synth100_no_visible_dependence_pretrained.pt,f8fcf79faea618cf3fee99feccc607d11a6b3341fde38ba1d71d410889f985af,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261004,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261004/td3_lstm_synth100_no_visible_dependence_full.pt,0fb768fe7fdc19366f2fd23e9f3b57b314ddfc75875cee5e444d1f9c0c9c0b1d,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261004/td3_lstm_synth100_no_visible_dependence_pretrained.pt,f13c9a4c292fa27f14cef1e13b6ce8736fb7c50dd31da6aa0c553cbbe24f6007,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261005,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261005/td3_lstm_synth100_no_visible_dependence_full.pt,7e4b6f09d12cbd5e24e86012de1985ec2998c4dddc7dc1daca434d0f1abd1fcf,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261005/td3_lstm_synth100_no_visible_dependence_pretrained.pt,c8f6e8db6aafe403eceabee14195a4ce499759d5c45deafb58dd7675065c1cc9,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261006,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261006/td3_lstm_synth100_no_visible_dependence_full.pt,57c1b93445464f5a7e68034fe735e64094ee818e4b53a45f08ef9c5ca7ac2ed3,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261006/td3_lstm_synth100_no_visible_dependence_pretrained.pt,c1a7fa0e1bc86ae08c59cfaac52abfb342a6c7d42873e0b13fa55e0730ac28f2,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261007,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261007/td3_lstm_synth100_no_visible_dependence_full.pt,961d87ccdeb51dfdb1e3a01b86556c1393a7c112cb1e5c4ea07f22df0edd02ea,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261007/td3_lstm_synth100_no_visible_dependence_pretrained.pt,e66ee8f769d36e3d59c40ec015ea736e673f72656bf2ff59ae49e2fc46808e69,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261008,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261008/td3_lstm_synth100_no_visible_dependence_full.pt,09af564ade814fadd460e07b7e914fb0799f46d22b5fe15170e89ddec1c84616,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261008/td3_lstm_synth100_no_visible_dependence_pretrained.pt,929178c5b077556cc1cbfc83ed1cf2fbe667230e0ccf5d8fb73792e93152f591,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261009,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261009/td3_lstm_synth100_no_visible_dependence_full.pt,f0afcce402b7a0abeba7bcf7417d668a4dfb9f6bea8ec471b39d48fb03805a15,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261009/td3_lstm_synth100_no_visible_dependence_pretrained.pt,be4174fdc2afe759066022c3c944851ca355c61648eeb062b7888ee8f13bd5a3,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
synthetic_100_no_policy_visible_dependence,20261010,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261010/td3_lstm_synth100_no_visible_dependence_full.pt,5b39fc6919232ee08917584d236740a6e260e14e4abd33d38785f99d7d82c822,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_no_policy_visible_dependence/seed_20261010/td3_lstm_synth100_no_visible_dependence_pretrained.pt,008f17afdf72072125e01abdc368864f9da4d4ee8f16c20b15a09801e8aef26e,5,td3,lstm,zero,zero,zero,full,vine_synthetic,report_only,True,100,100,0.9801790434,2400,3864,2273,3674,65eb5c715436f155c6cb8447d811e6cb96c2e9b55cc5b2d6ffeb560f9396b314,True,report_only,True,
